"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Bisbaumannia_pacifica_CARE-V15","Bisbaumannia_pacifica_M31","Bisbaumannia_pacifica_NBRC_102220","Halomonas_salifodinae_A2","Halomonas_salifodinae_IM328","Halomonas_salifodinae_JCM_14803"
"group_1372","","hypothetical protein","4","4","1","1","1616","7","88","","1760","1760","1760","Bisbaumannia_01765","ac2c10d1bfd924169bd1a7f9d07d0dbc_213","GCA_007989625.1_ASM798962v1_genomic_01043","","","9e3420b4b005a41cf6998e0a1df74e45_963"
"xerD","","Tyrosine recombinase XerD","4","4","1","1","9023","244","2","","890","890","890","Bisbaumannia_01851","ac2c10d1bfd924169bd1a7f9d07d0dbc_3517","GCA_007989625.1_ASM798962v1_genomic_02341","","","9e3420b4b005a41cf6998e0a1df74e45_2541"
"tusA_2","","Sulfur carrier protein TusA","4","4","1","1","8583","159","5","","251","251","251","Bisbaumannia_01870","ac2c10d1bfd924169bd1a7f9d07d0dbc_1655","GCA_007989625.1_ASM798962v1_genomic_02907","","","9e3420b4b005a41cf6998e0a1df74e45_2225"
"rsmJ","","Ribosomal RNA small subunit methyltransferase J","4","4","1","1","8549","256","2","","761","761","761","Bisbaumannia_01884","ac2c10d1bfd924169bd1a7f9d07d0dbc_1641","GCA_007989625.1_ASM798962v1_genomic_02921","","","9e3420b4b005a41cf6998e0a1df74e45_2211"
"actP","","hypothetical protein","4","4","1","1","8538","270","3","","1796","1796","1796","Bisbaumannia_01893","ac2c10d1bfd924169bd1a7f9d07d0dbc_1632","GCA_007989625.1_ASM798962v1_genomic_03453","","","9e3420b4b005a41cf6998e0a1df74e45_2202"
"ccoP2","","Cbb3-type cytochrome c oxidase subunit CcoP2","4","4","1","1","8524","83","11","","923","923","923","Bisbaumannia_01905","ac2c10d1bfd924169bd1a7f9d07d0dbc_1620","GCA_007989625.1_ASM798962v1_genomic_03185","","","9e3420b4b005a41cf6998e0a1df74e45_2190"
"yacG","","hypothetical protein","4","4","1","1","2874","129","7","","227","227","227","Bisbaumannia_01936","ac2c10d1bfd924169bd1a7f9d07d0dbc_1092","GCA_007989625.1_ASM798962v1_genomic_02433","","","9e3420b4b005a41cf6998e0a1df74e45_213"
"serC","","Phosphoserine aminotransferase","4","4","1","1","2882","467","1","","1079","1079","1079","Bisbaumannia_01944","ac2c10d1bfd924169bd1a7f9d07d0dbc_1084","GCA_007989625.1_ASM798962v1_genomic_02441","A2_01819","",""
"fadM","","Long-chain acyl-CoA thioesterase FadM","4","4","1","1","2893","422","1","","434","434","434","Bisbaumannia_01946","ac2c10d1bfd924169bd1a7f9d07d0dbc_1082","GCA_007989625.1_ASM798962v1_genomic_02443","","","9e3420b4b005a41cf6998e0a1df74e45_223"
"group_1415","","hypothetical protein","4","4","1","1","5575","13","5","","617","737","647","Bisbaumannia_01976","ac2c10d1bfd924169bd1a7f9d07d0dbc_3667","GCA_007989625.1_ASM798962v1_genomic_02824","","","9e3420b4b005a41cf6998e0a1df74e45_544"
"maiA_2","","Maleate isomerase","4","4","1","1","5474","13","15","","737","737","737","Bisbaumannia_01978","ac2c10d1bfd924169bd1a7f9d07d0dbc_3665","GCA_007989625.1_ASM798962v1_genomic_02822","","","9e3420b4b005a41cf6998e0a1df74e45_542"
"group_1422","","hypothetical protein","4","4","1","1","1765","33","11","","155","155","155","Bisbaumannia_02002","ac2c10d1bfd924169bd1a7f9d07d0dbc_144","GCA_007989625.1_ASM798962v1_genomic_03032","","Halomonas_salifodinae_00408",""
"dctM_3","","C4-dicarboxylate TRAP transporter large permease protein DctM","4","4","1","1","1737","18","11","","1289","1289","1289","Bisbaumannia_02063","ac2c10d1bfd924169bd1a7f9d07d0dbc_129","GCA_007989625.1_ASM798962v1_genomic_03303","","","9e3420b4b005a41cf6998e0a1df74e45_871"
"mrpG_2","","Na(+)/H(+) antiporter subunit G","4","4","1","1","8490","17","4","","392","392","392","Bisbaumannia_02095","ac2c10d1bfd924169bd1a7f9d07d0dbc_1587","GCA_007989625.1_ASM798962v1_genomic_00138","","","9e3420b4b005a41cf6998e0a1df74e45_2158"
"mrpE_2","","Na(+)/H(+) antiporter subunit E","4","4","1","1","8488","17","7","","497","497","497","Bisbaumannia_02097","ac2c10d1bfd924169bd1a7f9d07d0dbc_1585","GCA_007989625.1_ASM798962v1_genomic_00136","","","9e3420b4b005a41cf6998e0a1df74e45_2156"
"mnhC1","","Na(+)/H(+) antiporter subunit C1","4","4","1","1","8486","17","9","","341","341","341","Bisbaumannia_02099","ac2c10d1bfd924169bd1a7f9d07d0dbc_1583","GCA_007989625.1_ASM798962v1_genomic_00134","","","9e3420b4b005a41cf6998e0a1df74e45_2154"
"mrpA_2","","Na(+)/H(+) antiporter subunit A","4","4","1","1","8484","17","10","","2789","2789","2789","Bisbaumannia_02100","ac2c10d1bfd924169bd1a7f9d07d0dbc_1582","GCA_007989625.1_ASM798962v1_genomic_00133","","","9e3420b4b005a41cf6998e0a1df74e45_2153"
"mrpA_1","","Na(+)/H(+) antiporter subunit A","4","4","1","1","8483","17","11","","2327","2327","2327","Bisbaumannia_02101","ac2c10d1bfd924169bd1a7f9d07d0dbc_1581","GCA_007989625.1_ASM798962v1_genomic_00132","","","9e3420b4b005a41cf6998e0a1df74e45_2152"
"mrpE_1","","Na(+)/H(+) antiporter subunit E","4","4","1","1","8453","17","15","","473","473","473","Bisbaumannia_02105","ac2c10d1bfd924169bd1a7f9d07d0dbc_1577","GCA_007989625.1_ASM798962v1_genomic_00128","","","9e3420b4b005a41cf6998e0a1df74e45_2148"
"mrpF_1","","Na(+)/H(+) antiporter subunit F","4","4","1","1","8454","17","16","","269","269","269","Bisbaumannia_02106","ac2c10d1bfd924169bd1a7f9d07d0dbc_1576","GCA_007989625.1_ASM798962v1_genomic_00127","","","9e3420b4b005a41cf6998e0a1df74e45_2147"
"mrpG_1","","Na(+)/H(+) antiporter subunit G","4","4","1","1","8455","17","21","","404","404","404","Bisbaumannia_02107","ac2c10d1bfd924169bd1a7f9d07d0dbc_1575","GCA_007989625.1_ASM798962v1_genomic_00126","","","9e3420b4b005a41cf6998e0a1df74e45_2146"
"kipR","","HTH-type transcriptional regulator KipR","4","4","1","1","829","235","3","","710","710","710","Bisbaumannia_02119","ac2c10d1bfd924169bd1a7f9d07d0dbc_1564","GCA_007989625.1_ASM798962v1_genomic_00114","A2_02553","",""
"group_145","","hypothetical protein","4","4","1","1","525","217","8","","497","503","498","Bisbaumannia_01392","ac2c10d1bfd924169bd1a7f9d07d0dbc_2637","GCA_007989625.1_ASM798962v1_genomic_01820","","Halomonas_salifodinae_01399",""
"dctM_11","","C4-dicarboxylate TRAP transporter large permease protein DctM","4","4","1","1","1057","23","28","","1259","1259","1259","Bisbaumannia_02173","ac2c10d1bfd924169bd1a7f9d07d0dbc_1513","GCA_007989625.1_ASM798962v1_genomic_00060","","","9e3420b4b005a41cf6998e0a1df74e45_1205"
"argP_1","","hypothetical protein","4","4","1","1","1116","71","14","","953","953","953","Bisbaumannia_02207","ac2c10d1bfd924169bd1a7f9d07d0dbc_1479","GCA_007989625.1_ASM798962v1_genomic_00026","","","9e3420b4b005a41cf6998e0a1df74e45_1243"
"group_1458","","Monocarboxylate 2-oxoacid-binding periplasmic protein","4","4","1","1","1119","71","11","","1058","1064","1062","Bisbaumannia_02210","ac2c10d1bfd924169bd1a7f9d07d0dbc_1476","GCA_007989625.1_ASM798962v1_genomic_00023","","","9e3420b4b005a41cf6998e0a1df74e45_1246"
"fliY","","L-cystine-binding protein FliY","4","4","1","1","1873","20","18","","707","707","707","Bisbaumannia_01402","ac2c10d1bfd924169bd1a7f9d07d0dbc_2646","GCA_007989625.1_ASM798962v1_genomic_01810","","","9e3420b4b005a41cf6998e0a1df74e45_1698"
"dmlA","","D-malate dehydrogenase [decarboxylating]","4","4","1","1","1157","98","9","","1067","1067","1067","Bisbaumannia_02223","ac2c10d1bfd924169bd1a7f9d07d0dbc_1463","GCA_007989625.1_ASM798962v1_genomic_00010","","","9e3420b4b005a41cf6998e0a1df74e45_1272"
"group_1469","","hypothetical protein","4","4","1","1","1209","82","16","","764","764","764","Bisbaumannia_02243","ac2c10d1bfd924169bd1a7f9d07d0dbc_1444","GCA_007989625.1_ASM798962v1_genomic_01853","","","9e3420b4b005a41cf6998e0a1df74e45_1301"
"group_1470","","hypothetical protein","4","4","1","1","1213","527","1","","2606","2606","2606","Bisbaumannia_02249","ac2c10d1bfd924169bd1a7f9d07d0dbc_1438","GCA_007989625.1_ASM798962v1_genomic_01859","","","9e3420b4b005a41cf6998e0a1df74e45_1306"
"group_1471","","hypothetical protein","4","4","1","1","1290","115","8","","812","818","813","Bisbaumannia_02253","ac2c10d1bfd924169bd1a7f9d07d0dbc_1434","GCA_007989625.1_ASM798962v1_genomic_01863","","","9e3420b4b005a41cf6998e0a1df74e45_1310"
"sugB_1","","Trehalose transport system permease protein SugB","4","4","1","1","1227","22","21","","842","842","842","Bisbaumannia_02275","ac2c10d1bfd924169bd1a7f9d07d0dbc_1412","GCA_007989625.1_ASM798962v1_genomic_01885","","","9e3420b4b005a41cf6998e0a1df74e45_1342"
"sugA","","Trehalose transport system permease protein SugA","4","4","1","1","4930","22","23","","962","980","968","Bisbaumannia_02276","ac2c10d1bfd924169bd1a7f9d07d0dbc_1411","GCA_007989625.1_ASM798962v1_genomic_01886","","","9e3420b4b005a41cf6998e0a1df74e45_1343"
"maiA_3","","hypothetical protein","4","4","1","1","4895","16","35","","776","776","776","Bisbaumannia_02308","ac2c10d1bfd924169bd1a7f9d07d0dbc_1379","GCA_007989625.1_ASM798962v1_genomic_03116","","","9e3420b4b005a41cf6998e0a1df74e45_1371"
"group_1487","","hypothetical protein","4","4","1","1","4871","63","17","","908","908","908","Bisbaumannia_02313","ac2c10d1bfd924169bd1a7f9d07d0dbc_1374","GCA_007989625.1_ASM798962v1_genomic_03121","","","9e3420b4b005a41cf6998e0a1df74e45_1376"
"dauA","","C4-dicarboxylic acid transporter DauA","4","4","1","1","4870","63","16","","1490","1490","1490","Bisbaumannia_02314","ac2c10d1bfd924169bd1a7f9d07d0dbc_1373","GCA_007989625.1_ASM798962v1_genomic_03122","","","9e3420b4b005a41cf6998e0a1df74e45_1377"
"fpvA","","Ferripyoverdine receptor","4","4","1","1","4985","63","8","","2150","2150","2150","Bisbaumannia_02317","ac2c10d1bfd924169bd1a7f9d07d0dbc_1370","GCA_007989625.1_ASM798962v1_genomic_01617","","","9e3420b4b005a41cf6998e0a1df74e45_1384"
"ada","","Bifunctional transcriptional activator/DNA repair enzyme Ada","4","4","1","1","5208","3","22","","1109","1109","1109","Bisbaumannia_02353","ac2c10d1bfd924169bd1a7f9d07d0dbc_1182","GCA_007989625.1_ASM798962v1_genomic_01589","","","9e3420b4b005a41cf6998e0a1df74e45_1397"
"group_1499","","hypothetical protein","4","4","1","1","9130","3","5","","338","356","351","Bisbaumannia_02357","ac2c10d1bfd924169bd1a7f9d07d0dbc_1178","GCA_007989625.1_ASM798962v1_genomic_01585","","","9e3420b4b005a41cf6998e0a1df74e45_1399"
"pykA_1","","Pyruvate kinase II","4","4","1","1","2828","402","1","","197","1454","985","","ac2c10d1bfd924169bd1a7f9d07d0dbc_1118","GCA_007989625.1_ASM798962v1_genomic_02406","","Halomonas_salifodinae_02090","9e3420b4b005a41cf6998e0a1df74e45_187"
"yusV_1","","putative siderophore transport system ATP-binding protein YusV","4","4","1","1","9136","87","5","","824","839","827","Bisbaumannia_02362","ac2c10d1bfd924169bd1a7f9d07d0dbc_1173","GCA_007989625.1_ASM798962v1_genomic_01580","","","9e3420b4b005a41cf6998e0a1df74e45_1404"
"yfiZ","","putative siderophore transport system permease protein YfiZ","4","4","1","1","9139","87","11","","1004","1004","1004","Bisbaumannia_02364","ac2c10d1bfd924169bd1a7f9d07d0dbc_1171","GCA_007989625.1_ASM798962v1_genomic_01578","","","9e3420b4b005a41cf6998e0a1df74e45_1407"
"yfhA","","putative siderophore transport system permease protein YfhA","4","4","1","1","9140","87","9","","1031","1031","1031","Bisbaumannia_02365","ac2c10d1bfd924169bd1a7f9d07d0dbc_1170","GCA_007989625.1_ASM798962v1_genomic_01577","","","9e3420b4b005a41cf6998e0a1df74e45_1408"
"group_1507","","hypothetical protein","4","4","1","1","9152","193","4","","812","824","815","Bisbaumannia_02374","ac2c10d1bfd924169bd1a7f9d07d0dbc_1161","GCA_007989625.1_ASM798962v1_genomic_01568","","","9e3420b4b005a41cf6998e0a1df74e45_1417"
"cbdA","","2-halobenzoate 1,2-dioxygenase large subunit","4","4","1","1","1670","18","62","","1385","1385","1385","Bisbaumannia_02407","ac2c10d1bfd924169bd1a7f9d07d0dbc_120","GCA_007989625.1_ASM798962v1_genomic_03548","","","9e3420b4b005a41cf6998e0a1df74e45_3788"
"cbdB","","2-halobenzoate 1,2-dioxygenase small subunit","4","4","1","1","1669","18","63","","488","488","488","Bisbaumannia_02408","ac2c10d1bfd924169bd1a7f9d07d0dbc_121","GCA_007989625.1_ASM798962v1_genomic_03547","","","9e3420b4b005a41cf6998e0a1df74e45_3789"
"benC","","Benzoate 1,2-dioxygenase electron transfer component","4","4","1","1","1725","18","18","","1040","1040","1040","Bisbaumannia_02409","ac2c10d1bfd924169bd1a7f9d07d0dbc_122","GCA_007989625.1_ASM798962v1_genomic_03546","","","9e3420b4b005a41cf6998e0a1df74e45_3790"
"lvr","","Levodione reductase","4","4","1","1","1726","18","17","","779","785","783","Bisbaumannia_02410","ac2c10d1bfd924169bd1a7f9d07d0dbc_123","GCA_007989625.1_ASM798962v1_genomic_03545","","","9e3420b4b005a41cf6998e0a1df74e45_3791"
"ydcO_1","","Inner membrane protein YdcO","4","4","1","1","1727","18","16","","1247","1247","1247","Bisbaumannia_02411","ac2c10d1bfd924169bd1a7f9d07d0dbc_124","GCA_007989625.1_ASM798962v1_genomic_03544","","","9e3420b4b005a41cf6998e0a1df74e45_3792"
"uctC","","Acetyl-CoA:oxalate CoA-transferase","4","4","1","1","638","14","18","","1133","1133","1133","Bisbaumannia_02417","","GCA_007989625.1_ASM798962v1_genomic_03574","A2_03561","Halomonas_salifodinae_01424",""
"acdA_4","","Acyl-CoA dehydrogenase","4","4","1","1","637","14","17","","1133","1133","1133","Bisbaumannia_02418","","GCA_007989625.1_ASM798962v1_genomic_03575","A2_03562","Halomonas_salifodinae_01425",""
"yffB","","Protein YffB","4","4","1","1","8958","262","2","","344","344","344","Bisbaumannia_02449","ac2c10d1bfd924169bd1a7f9d07d0dbc_3562","GCA_007989625.1_ASM798962v1_genomic_02879","","","9e3420b4b005a41cf6998e0a1df74e45_2496"
"bamA","","Outer membrane protein assembly factor BamA","4","4","1","1","8944","77","10","","2336","2336","2336","Bisbaumannia_02461","ac2c10d1bfd924169bd1a7f9d07d0dbc_3574","GCA_007989625.1_ASM798962v1_genomic_02891","","","9e3420b4b005a41cf6998e0a1df74e45_2484"
"rnhB","","Ribonuclease HII","4","4","1","1","8938","146","9","","611","611","611","Bisbaumannia_02467","ac2c10d1bfd924169bd1a7f9d07d0dbc_3580","GCA_007989625.1_ASM798962v1_genomic_02897","","","9e3420b4b005a41cf6998e0a1df74e45_2477"
"oadB","","Oxaloacetate decarboxylase beta chain","4","4","1","1","8848","577","1","","1319","1319","1319","Bisbaumannia_02529","ac2c10d1bfd924169bd1a7f9d07d0dbc_3641","GCA_007989625.1_ASM798962v1_genomic_03563","","","9e3420b4b005a41cf6998e0a1df74e45_2414"
"dsbE","","Thiol:disulfide interchange protein DsbE","4","4","1","1","8836","91","5","","527","527","527","Bisbaumannia_02560","ac2c10d1bfd924169bd1a7f9d07d0dbc_3650","GCA_007989625.1_ASM798962v1_genomic_01169","","","9e3420b4b005a41cf6998e0a1df74e45_2405"
"smc","","hypothetical protein","4","4","1","1","8831","91","8","","3500","3500","3500","Bisbaumannia_02563","ac2c10d1bfd924169bd1a7f9d07d0dbc_3653","GCA_007989625.1_ASM798962v1_genomic_01172","","","9e3420b4b005a41cf6998e0a1df74e45_2402"
"ligA","","DNA ligase","4","4","1","1","8829","91","11","","2063","2078","2066","Bisbaumannia_02565","ac2c10d1bfd924169bd1a7f9d07d0dbc_3655","GCA_007989625.1_ASM798962v1_genomic_01174","","","9e3420b4b005a41cf6998e0a1df74e45_2400"
"yddG","","Aromatic amino acid exporter YddG","4","4","1","1","8826","213","4","","926","926","926","Bisbaumannia_02568","ac2c10d1bfd924169bd1a7f9d07d0dbc_1771","GCA_007989625.1_ASM798962v1_genomic_01177","","","9e3420b4b005a41cf6998e0a1df74e45_2397"
"group_1549","","3',5'-nucleoside bisphosphate phosphatase","4","4","1","1","8815","463","1","","923","923","923","Bisbaumannia_02571","ac2c10d1bfd924169bd1a7f9d07d0dbc_1768","GCA_007989625.1_ASM798962v1_genomic_01180","","","9e3420b4b005a41cf6998e0a1df74e45_2394"
"group_1551","","hypothetical protein","4","4","1","1","8810","124","6","","680","680","680","Bisbaumannia_02576","ac2c10d1bfd924169bd1a7f9d07d0dbc_1763","GCA_007989625.1_ASM798962v1_genomic_01185","","","9e3420b4b005a41cf6998e0a1df74e45_2389"
"group_1552","","hypothetical protein","4","4","1","1","8808","124","7","","1265","1265","1265","Bisbaumannia_02577","ac2c10d1bfd924169bd1a7f9d07d0dbc_1762","GCA_007989625.1_ASM798962v1_genomic_01186","","","9e3420b4b005a41cf6998e0a1df74e45_2388"
"rlpA_1","","hypothetical protein","4","4","1","1","8745","233","2","","377","380","377","Bisbaumannia_02596","ac2c10d1bfd924169bd1a7f9d07d0dbc_1738","GCA_007989625.1_ASM798962v1_genomic_01205","","","9e3420b4b005a41cf6998e0a1df74e45_2346"
"group_1558","yddE_1","putative isomerase YddE","4","4","1","1","8740","205","3","","842","866","848","Bisbaumannia_02602","ac2c10d1bfd924169bd1a7f9d07d0dbc_1732","GCA_007989625.1_ASM798962v1_genomic_01211","","","9e3420b4b005a41cf6998e0a1df74e45_2343"
"group_1561","","hypothetical protein","4","4","1","1","8705","10","23","","290","290","290","Bisbaumannia_02616","ac2c10d1bfd924169bd1a7f9d07d0dbc_1718","GCA_007989625.1_ASM798962v1_genomic_01225","","","9e3420b4b005a41cf6998e0a1df74e45_2309"
"group_1562","","hypothetical protein","4","4","1","1","8696","10","9","","428","428","428","Bisbaumannia_02618","ac2c10d1bfd924169bd1a7f9d07d0dbc_1716","GCA_007989625.1_ASM798962v1_genomic_01227","","","9e3420b4b005a41cf6998e0a1df74e45_2306"
"group_1563","","hypothetical protein","4","4","1","1","8695","10","8","","701","701","701","Bisbaumannia_02619","ac2c10d1bfd924169bd1a7f9d07d0dbc_1715","GCA_007989625.1_ASM798962v1_genomic_01228","","","9e3420b4b005a41cf6998e0a1df74e45_2305"
"ampR","","HTH-type transcriptional activator AmpR","4","4","1","1","8635","40","27","","896","917","901","Bisbaumannia_02636","ac2c10d1bfd924169bd1a7f9d07d0dbc_1694","GCA_007989625.1_ASM798962v1_genomic_01246","","","9e3420b4b005a41cf6998e0a1df74e45_2253"
"kefF","","hypothetical protein","4","4","1","1","8634","40","29","","749","749","749","Bisbaumannia_02637","ac2c10d1bfd924169bd1a7f9d07d0dbc_1693","GCA_007989625.1_ASM798962v1_genomic_01247","","","9e3420b4b005a41cf6998e0a1df74e45_2252"
"group_1570","","hypothetical protein","4","4","1","1","8630","40","32","","359","359","359","Bisbaumannia_02640","ac2c10d1bfd924169bd1a7f9d07d0dbc_1690","GCA_007989625.1_ASM798962v1_genomic_01250","","","9e3420b4b005a41cf6998e0a1df74e45_2249"
"group_1577","","hypothetical protein","4","4","1","1","4379","112","8","","1919","1919","1919","Bisbaumannia_02663","ac2c10d1bfd924169bd1a7f9d07d0dbc_1957","GCA_007989625.1_ASM798962v1_genomic_02640","","","9e3420b4b005a41cf6998e0a1df74e45_3098"
"puuB_4","","Gamma-glutamylputrescine oxidoreductase","4","4","1","1","4391","260","2","","1295","1295","1295","Bisbaumannia_02675","ac2c10d1bfd924169bd1a7f9d07d0dbc_1969","GCA_007989625.1_ASM798962v1_genomic_02652","","","9e3420b4b005a41cf6998e0a1df74e45_3089"
"group_1588","","hypothetical protein","4","4","1","1","4472","4","88","","281","284","283","Bisbaumannia_02714","ac2c10d1bfd924169bd1a7f9d07d0dbc_2008","GCA_007989625.1_ASM798962v1_genomic_02480","","","9e3420b4b005a41cf6998e0a1df74e45_3053"
"fliJ","","Flagellar FliJ protein","4","4","1","1","4555","75","7","","467","467","467","Bisbaumannia_02751","ac2c10d1bfd924169bd1a7f9d07d0dbc_2045","GCA_007989625.1_ASM798962v1_genomic_02298","","","9e3420b4b005a41cf6998e0a1df74e45_2993"
"fliR","","Flagellar biosynthetic protein FliR","4","4","1","1","4562","227","1","","791","791","791","Bisbaumannia_02759","ac2c10d1bfd924169bd1a7f9d07d0dbc_2053","GCA_007989625.1_ASM798962v1_genomic_02290","","","9e3420b4b005a41cf6998e0a1df74e45_2985"
"flgH","","hypothetical protein","4","4","1","1","4569","130","1","","668","668","668","Bisbaumannia_02764","ac2c10d1bfd924169bd1a7f9d07d0dbc_2058","GCA_007989625.1_ASM798962v1_genomic_02285","","","9e3420b4b005a41cf6998e0a1df74e45_863"
"flgF","","Flagellar basal-body rod protein FlgF","4","4","1","1","4572","130","5","","740","740","740","Bisbaumannia_02766","ac2c10d1bfd924169bd1a7f9d07d0dbc_2060","GCA_007989625.1_ASM798962v1_genomic_02283","","","9e3420b4b005a41cf6998e0a1df74e45_861"
"bioP","","Biotin transporter","4","4","1","1","4603","274","3","","872","872","872","Bisbaumannia_02779","ac2c10d1bfd924169bd1a7f9d07d0dbc_2073","GCA_007989625.1_ASM798962v1_genomic_02270","","","9e3420b4b005a41cf6998e0a1df74e45_848"
"yqcC","","hypothetical protein","4","4","1","1","4648","56","18","","335","335","335","Bisbaumannia_02803","ac2c10d1bfd924169bd1a7f9d07d0dbc_2097","GCA_007989625.1_ASM798962v1_genomic_03523","","","9e3420b4b005a41cf6998e0a1df74e45_821"
"yxeM","","putative amino-acid-binding protein YxeM","4","4","1","1","4651","156","5","","764","764","764","Bisbaumannia_02806","ac2c10d1bfd924169bd1a7f9d07d0dbc_2100","GCA_007989625.1_ASM798962v1_genomic_03520","","","9e3420b4b005a41cf6998e0a1df74e45_818"
"group_1618","","hypothetical protein","4","4","1","1","4697","342","1","","824","824","824","Bisbaumannia_02839","ac2c10d1bfd924169bd1a7f9d07d0dbc_2133","GCA_007989625.1_ASM798962v1_genomic_02220","","","9e3420b4b005a41cf6998e0a1df74e45_786"
